Localização,Skills Necessarias,Média Salarial,Cargo,ver_cargo,palavra_chave,Área,texto,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Cargo 5,Cargo 6,palavra-chave 1,palavra-chave 2,palavra-chave 3,palavra-chave 4,palavra-chave 5,palavra-chave 6,Nome Vaga Normalizado,Área Normalizada,Macro Área
Trabalho remoto,"Muito prazer, somos a Zallpy!
Somos muito mais que uma empresa de tecnologia; somos uma comunidade diversa, plural e talentosa. Nosso propósito é liderar a transformação digital, com excelência e agilidade, promovendo crescimento mútuo e genuíno em relações éticas e duradouras. Flexibilidade é uma de nossas marcas registradas, atuamos em diferentes modelos e formatos de equipe, mantendo nossa cultura leve, colaborativa e integrada, proporcionando equidade de oportunidades em um espaço onde todos se sintam seguros e ouvidos.
O que você vai fazer:
Documentar os requisitos

Mostrar mais
Visão geral da empresa
Tamanho
501 a 1.000 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Zallpy Digital
4,6
96 %
Recomendam para outras pessoas
Oportunidades de carreira
4,3
Remuneração e benefícios
4,0
Cultura e valores
4,5
Alta liderança
4,4
Qualidade de vida
4,7
Avaliações da empresa Zallpy Digital
Prós
""Salary, benefits, flexibility, remote job, friendship"" (em 3 avaliações)
""People are always willing to help."" (em 3 avaliações)
""Good culture and environment Good technical support and enterprise meetings(online and in"" (em 1 avaliação)
Contras
""Low salary (below average) Sometimes let the employee lost (no follow up or clear answers)"" (em 3 avaliações)
Benefícios da empresa Zallpy Digital
3,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(9 comentários)
""A Unimed no RS é excelente, mas nos outros estados deixa a desejar.""
Plano Odontológico(5 comentários)
""Uniodonto tem poucas opções de profissionais para atender.""
Vale-Refeição(4 comentários)
""Valor razoável para quem realizar home office.""
9 de abr. de 2024
Atual Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Estagiários recebem VT de acordo com a necessidade (trem/ônibus), e VA/VR de R$29.00/dia, em cartão de benefícios. Também oferecem Zenklub, e a possibilidade de remoto/híbrido (a depender do projeto).
11 de mar. de 2024
Atual Gerente em Porto Alegre, RS, Rio Grande do Sul
A Zallpy oferece um bom pacote de benefícios, com VR/VA no cartão flexível, Totalpass, Zenklub, planos de saúde e odonto, seguro de vida, parcerias com instituições de ensino para descontos e home office para quase todas as posições. Ainda pode melhorar oferecendo um plano de saúde de maior abrangência (a Unimed não é muito boa fora do RS), Previdência Privada, PRL e licenças maternidade e paternidade estendidas.
12 de fev. de 2024
Ex-Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Há cartão de vale alimentação",NF, pessoa desenvolvedora rpa sr , desenvolvedora , rpa ,hardware,desenvolvedora rpa,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,"Muito prazer, somos a Zallpy!
Somos muito mais que uma empresa de tecnologia; somos uma comunidade diversa, plural e talentosa. Nosso propósito é liderar a transformação digital, com excelência e agilidade, promovendo crescimento mútuo e genuíno em relações éticas e duradouras. Flexibilidade é uma de nossas marcas registradas, atuamos em diferentes modelos e formatos de equipe, mantendo nossa cultura leve, colaborativa e integrada, proporcionando equidade de oportunidades em um espaço onde todos se sintam seguros e ouvidos.
O que você vai fazer:
Documentar os requisitos

Mostrar mais
Visão geral da empresa
Tamanho
501 a 1.000 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Zallpy Digital
4,6
96 %
Recomendam para outras pessoas
Oportunidades de carreira
4,3
Remuneração e benefícios
4,0
Cultura e valores
4,5
Alta liderança
4,4
Qualidade de vida
4,7
Avaliações da empresa Zallpy Digital
Prós
""Salary, benefits, flexibility, remote job, friendship"" (em 3 avaliações)
""People are always willing to help."" (em 3 avaliações)
""Good culture and environment Good technical support and enterprise meetings(online and in"" (em 1 avaliação)
Contras
""Low salary (below average) Sometimes let the employee lost (no follow up or clear answers)"" (em 3 avaliações)
Benefícios da empresa Zallpy Digital
3,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(9 comentários)
""A Unimed no RS é excelente, mas nos outros estados deixa a desejar.""
Plano Odontológico(5 comentários)
""Uniodonto tem poucas opções de profissionais para atender.""
Vale-Refeição(4 comentários)
""Valor razoável para quem realizar home office.""
9 de abr. de 2024
Atual Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Estagiários recebem VT de acordo com a necessidade (trem/ônibus), e VA/VR de R$29.00/dia, em cartão de benefícios. Também oferecem Zenklub, e a possibilidade de remoto/híbrido (a depender do projeto).
11 de mar. de 2024
Atual Gerente em Porto Alegre, RS, Rio Grande do Sul
A Zallpy oferece um bom pacote de benefícios, com VR/VA no cartão flexível, Totalpass, Zenklub, planos de saúde e odonto, seguro de vida, parcerias com instituições de ensino para descontos e home office para quase todas as posições. Ainda pode melhorar oferecendo um plano de saúde de maior abrangência (a Unimed não é muito boa fora do RS), Previdência Privada, PRL e licenças maternidade e paternidade estendidas.
12 de fev. de 2024
Ex-Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Há cartão de vale alimentação",NF, pessoa desenvolvedora rpa sr , desenvolvedora , rpa ,desenvolvimento de software,desenvolvedora rpa,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,"Muito prazer, somos a Zallpy!
Somos muito mais que uma empresa de tecnologia; somos uma comunidade diversa, plural e talentosa. Nosso propósito é liderar a transformação digital, com excelência e agilidade, promovendo crescimento mútuo e genuíno em relações éticas e duradouras. Flexibilidade é uma de nossas marcas registradas, atuamos em diferentes modelos e formatos de equipe, mantendo nossa cultura leve, colaborativa e integrada, proporcionando equidade de oportunidades em um espaço onde todos se sintam seguros e ouvidos.
O que você vai fazer:
Documentar os requisitos

Mostrar mais
Visão geral da empresa
Tamanho
501 a 1.000 funcionários
Fundação
--
Tipo
Empresa – capital fechado
Indústria
Serviços de apoio à tecnologia da informação
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Zallpy Digital
4,6
96 %
Recomendam para outras pessoas
Oportunidades de carreira
4,3
Remuneração e benefícios
4,0
Cultura e valores
4,5
Alta liderança
4,4
Qualidade de vida
4,7
Avaliações da empresa Zallpy Digital
Prós
""Salary, benefits, flexibility, remote job, friendship"" (em 3 avaliações)
""People are always willing to help."" (em 3 avaliações)
""Good culture and environment Good technical support and enterprise meetings(online and in"" (em 1 avaliação)
Contras
""Low salary (below average) Sometimes let the employee lost (no follow up or clear answers)"" (em 3 avaliações)
Benefícios da empresa Zallpy Digital
3,4
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(9 comentários)
""A Unimed no RS é excelente, mas nos outros estados deixa a desejar.""
Plano Odontológico(5 comentários)
""Uniodonto tem poucas opções de profissionais para atender.""
Vale-Refeição(4 comentários)
""Valor razoável para quem realizar home office.""
9 de abr. de 2024
Atual Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Estagiários recebem VT de acordo com a necessidade (trem/ônibus), e VA/VR de R$29.00/dia, em cartão de benefícios. Também oferecem Zenklub, e a possibilidade de remoto/híbrido (a depender do projeto).
11 de mar. de 2024
Atual Gerente em Porto Alegre, RS, Rio Grande do Sul
A Zallpy oferece um bom pacote de benefícios, com VR/VA no cartão flexível, Totalpass, Zenklub, planos de saúde e odonto, seguro de vida, parcerias com instituições de ensino para descontos e home office para quase todas as posições. Ainda pode melhorar oferecendo um plano de saúde de maior abrangência (a Unimed não é muito boa fora do RS), Previdência Privada, PRL e licenças maternidade e paternidade estendidas.
12 de fev. de 2024
Ex-Estagiário de TI em Porto Alegre, RS, Rio Grande do Sul
Há cartão de vale alimentação",NF, pessoa desenvolvedora rpa sr , desenvolvedora , rpa ,hardware,desenvolvedora rpa,True,False,True,False,False,False,True,True,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,".

Responsabilidades e atribuições
Desenvolver, implementar e dar manutenção nos RPAs e serviços da Squad;
Ser e ter protagonismo e autonomia para melhorar o desempenho da Squad;
Estar presente em reuniões, eventos e quando for solicitado de acordo com a jornada;
Garantir alta performance dos RPA;
Analisar e gerenciar os serviços;
Identificar e criar indicadores que viabilização o serviço;












Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1996
Tipo
Empresa – capital fechado
Indústria
Internet e serviços Web
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Compass.UOL
4,3
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,9
Cultura e valores
4,0
Alta liderança
3,6
Qualidade de vida
4,0
Compass.UOL – Por que trabalhar com a gente?
O Jeito UOL
Nossos Valores
O que o UOL oferece
Sua carreira no UOL
Por Dentro do UOL
O Jeito UOL de ser!
Somos muito mais do que um site, somos um universo que se reinventa e mantém o pioneirismo no seu DNA.

Nossos produtos e serviços digitais nascem para atender e exceder as expectativas dos  clientes, com qualidade e, principalmente, credibilidade  que é a base da nossa empresa. Aqui, criamos um ambiente saudável para a troca de ideias e cooperação entre áreas. Incentivamos a inovação e a criatividade para experimentar, testar e aprender com nossas experiências.
Desafiamos os nossos próprios recordes, afinal, para quem foi responsável por conectar a primeira pessoa do Brasil à internet, é essencial continuar em busca pela excelência, sem deixar de lado, é claro, a ética, foco em resultados e o sentimento de pertencer à marca que acompanha o futuro e revoluciona a internet. 
O Jeito UOL é inconfundível. Sua jornada profissional também. Então, conecte-se ao nosso universo online!
Conheça as oportunidades https://uol.gupy.io/ e #VemProUOL
Benefícios da empresa Compass.UOL
4,0
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(89 comentários)
""Cobertura para os melhores hospitais de Sao Paulo""
Vale-Refeição(61 comentários)
""E/ ou alimentação Alelo. Em torno de R$750 reais ""
Vale-Transporte/Fretado(34 comentários)
""vale transporte de acordo com as normas""
22 de abr. de 2024
Ex-Repórter em São Paulo, SP, São Paulo
Plano de saúde top de linha, vale-alimentação e refeição de R$ 41/dia
8 de abr. de 2024
Atual Gerente em São Paulo, SP, São Paulo
De acordo com o mercado
19 de mar. de 2024
Atual Diretora em São Paulo, SP, São Paulo
Plano de saude excelente, com acesso aos melhores hospitais de Sao Paulo",NF, rpa developer  |  mid , developer , rpa ,desenvolvimento de software,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,".

Responsabilidades e atribuições
Desenvolver, implementar e dar manutenção nos RPAs e serviços da Squad;
Ser e ter protagonismo e autonomia para melhorar o desempenho da Squad;
Estar presente em reuniões, eventos e quando for solicitado de acordo com a jornada;
Garantir alta performance dos RPA;
Analisar e gerenciar os serviços;
Identificar e criar indicadores que viabilização o serviço;












Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1996
Tipo
Empresa – capital fechado
Indústria
Internet e serviços Web
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Compass.UOL
4,3
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,9
Cultura e valores
4,0
Alta liderança
3,6
Qualidade de vida
4,0
Compass.UOL – Por que trabalhar com a gente?
O Jeito UOL
Nossos Valores
O que o UOL oferece
Sua carreira no UOL
Por Dentro do UOL
O Jeito UOL de ser!
Somos muito mais do que um site, somos um universo que se reinventa e mantém o pioneirismo no seu DNA.

Nossos produtos e serviços digitais nascem para atender e exceder as expectativas dos  clientes, com qualidade e, principalmente, credibilidade  que é a base da nossa empresa. Aqui, criamos um ambiente saudável para a troca de ideias e cooperação entre áreas. Incentivamos a inovação e a criatividade para experimentar, testar e aprender com nossas experiências.
Desafiamos os nossos próprios recordes, afinal, para quem foi responsável por conectar a primeira pessoa do Brasil à internet, é essencial continuar em busca pela excelência, sem deixar de lado, é claro, a ética, foco em resultados e o sentimento de pertencer à marca que acompanha o futuro e revoluciona a internet. 
O Jeito UOL é inconfundível. Sua jornada profissional também. Então, conecte-se ao nosso universo online!
Conheça as oportunidades https://uol.gupy.io/ e #VemProUOL
Benefícios da empresa Compass.UOL
4,0
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(89 comentários)
""Cobertura para os melhores hospitais de Sao Paulo""
Vale-Refeição(61 comentários)
""E/ ou alimentação Alelo. Em torno de R$750 reais ""
Vale-Transporte/Fretado(34 comentários)
""vale transporte de acordo com as normas""
22 de abr. de 2024
Ex-Repórter em São Paulo, SP, São Paulo
Plano de saúde top de linha, vale-alimentação e refeição de R$ 41/dia
8 de abr. de 2024
Atual Gerente em São Paulo, SP, São Paulo
De acordo com o mercado
19 de mar. de 2024
Atual Diretora em São Paulo, SP, São Paulo
Plano de saude excelente, com acesso aos melhores hospitais de Sao Paulo",NF, rpa developer  |  mid , developer , rpa ,hardware,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,".

Responsabilidades e atribuições
Desenvolver, implementar e dar manutenção nos RPAs e serviços da Squad;
Ser e ter protagonismo e autonomia para melhorar o desempenho da Squad;
Estar presente em reuniões, eventos e quando for solicitado de acordo com a jornada;
Garantir alta performance dos RPA;
Analisar e gerenciar os serviços;
Identificar e criar indicadores que viabilização o serviço;












Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1996
Tipo
Empresa – capital fechado
Indústria
Internet e serviços Web
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Compass.UOL
4,3
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,9
Cultura e valores
4,0
Alta liderança
3,6
Qualidade de vida
4,0
Compass.UOL – Por que trabalhar com a gente?
O Jeito UOL
Nossos Valores
O que o UOL oferece
Sua carreira no UOL
Por Dentro do UOL
O Jeito UOL de ser!
Somos muito mais do que um site, somos um universo que se reinventa e mantém o pioneirismo no seu DNA.

Nossos produtos e serviços digitais nascem para atender e exceder as expectativas dos  clientes, com qualidade e, principalmente, credibilidade  que é a base da nossa empresa. Aqui, criamos um ambiente saudável para a troca de ideias e cooperação entre áreas. Incentivamos a inovação e a criatividade para experimentar, testar e aprender com nossas experiências.
Desafiamos os nossos próprios recordes, afinal, para quem foi responsável por conectar a primeira pessoa do Brasil à internet, é essencial continuar em busca pela excelência, sem deixar de lado, é claro, a ética, foco em resultados e o sentimento de pertencer à marca que acompanha o futuro e revoluciona a internet. 
O Jeito UOL é inconfundível. Sua jornada profissional também. Então, conecte-se ao nosso universo online!
Conheça as oportunidades https://uol.gupy.io/ e #VemProUOL
Benefícios da empresa Compass.UOL
4,0
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(89 comentários)
""Cobertura para os melhores hospitais de Sao Paulo""
Vale-Refeição(61 comentários)
""E/ ou alimentação Alelo. Em torno de R$750 reais ""
Vale-Transporte/Fretado(34 comentários)
""vale transporte de acordo com as normas""
22 de abr. de 2024
Ex-Repórter em São Paulo, SP, São Paulo
Plano de saúde top de linha, vale-alimentação e refeição de R$ 41/dia
8 de abr. de 2024
Atual Gerente em São Paulo, SP, São Paulo
De acordo com o mercado
19 de mar. de 2024
Atual Diretora em São Paulo, SP, São Paulo
Plano de saude excelente, com acesso aos melhores hospitais de Sao Paulo",NF, rpa developer  |  mid , developer , rpa ,desenvolvimento de software,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
Trabalho remoto,".

Responsabilidades e atribuições
Desenvolver, implementar e dar manutenção nos RPAs e serviços da Squad;
Ser e ter protagonismo e autonomia para melhorar o desempenho da Squad;
Estar presente em reuniões, eventos e quando for solicitado de acordo com a jornada;
Garantir alta performance dos RPA;
Analisar e gerenciar os serviços;
Identificar e criar indicadores que viabilização o serviço;












Mostrar mais
Visão geral da empresa
Tamanho
1.001 a 5.000 funcionários
Fundação
1996
Tipo
Empresa – capital fechado
Indústria
Internet e serviços Web
Setor
Tecnologia da informação
Receita
Desconhecido/Não se aplica
Classificações da empresa Compass.UOL
4,3
87 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,9
Cultura e valores
4,0
Alta liderança
3,6
Qualidade de vida
4,0
Compass.UOL – Por que trabalhar com a gente?
O Jeito UOL
Nossos Valores
O que o UOL oferece
Sua carreira no UOL
Por Dentro do UOL
O Jeito UOL de ser!
Somos muito mais do que um site, somos um universo que se reinventa e mantém o pioneirismo no seu DNA.

Nossos produtos e serviços digitais nascem para atender e exceder as expectativas dos  clientes, com qualidade e, principalmente, credibilidade  que é a base da nossa empresa. Aqui, criamos um ambiente saudável para a troca de ideias e cooperação entre áreas. Incentivamos a inovação e a criatividade para experimentar, testar e aprender com nossas experiências.
Desafiamos os nossos próprios recordes, afinal, para quem foi responsável por conectar a primeira pessoa do Brasil à internet, é essencial continuar em busca pela excelência, sem deixar de lado, é claro, a ética, foco em resultados e o sentimento de pertencer à marca que acompanha o futuro e revoluciona a internet. 
O Jeito UOL é inconfundível. Sua jornada profissional também. Então, conecte-se ao nosso universo online!
Conheça as oportunidades https://uol.gupy.io/ e #VemProUOL
Benefícios da empresa Compass.UOL
4,0
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(89 comentários)
""Cobertura para os melhores hospitais de Sao Paulo""
Vale-Refeição(61 comentários)
""E/ ou alimentação Alelo. Em torno de R$750 reais ""
Vale-Transporte/Fretado(34 comentários)
""vale transporte de acordo com as normas""
22 de abr. de 2024
Ex-Repórter em São Paulo, SP, São Paulo
Plano de saúde top de linha, vale-alimentação e refeição de R$ 41/dia
8 de abr. de 2024
Atual Gerente em São Paulo, SP, São Paulo
De acordo com o mercado
19 de mar. de 2024
Atual Diretora em São Paulo, SP, São Paulo
Plano de saude excelente, com acesso aos melhores hospitais de Sao Paulo",NF, rpa developer  |  mid , developer , rpa ,hardware,developer rpa,False,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Somos a maior multinacional brasileira e estamos entre as 100 maiores empresas de TI do mundo.
Estamos presentes em 41 países com +30k colaboradores. A Stefanini tem como principal objetivo auxiliar os clientes a encontrar, por meio de soluções personalizadas, a maneira ideal para alcançar seus desafios, impulsionando a inovação digital.
E queremos mais!

Responsabilidades e atribuições

Essa posição refere-se a um profissional que trabalha com automação de processos robóticos (RPA). Ele é responsável por identificar e definir requisitos para automatizar tarefas, utilizando a plataforma UIPath e linguagens de programação como Javascript, Java e/ou .NET. Ele deve ter uma compreensão sólida da lógica de programação e dos conceitos de programação orientada a objetos. Idealmente, ele possui uma certificação UIPath e pode trabalhar presencialmente.










Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1987
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 bilhões
Classificações da empresa Stefanini Group
3,7
75 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,2
Cultura e valores
3,7
Alta liderança
3,4
Qualidade de vida
3,7
Stefanini Group – Por que trabalhar com a gente?
Carreiras
OrgulhodeSerStefanini
WE ARE STEFANINI
Somos uma multinacional brasileira com mais de 30 anos de atuação no ecossistema de inovação.

| Mais de 40 países 🌎 | Mais de 30 empresas no Grupo 🏢 | Mais de 30 mil colaboradores 🤝 | Mais de 80 soluções ✅ |

Entregamos soluções eficazes que auxiliam os nossos clientes em suas jornadas digitais, sempre aplicando o nosso propósito de tornar a tecnologia um agente de mudança para um mundo melhor. Você quer transformar o futuro? A gente também. 🚀
Acreditamos que a verdadeira mudança só pode ser alcançada quando observamos o mundo por diferentes perspectivas, aqui a inovação floresce em uma atmosfera de respeito mútuo, em que as ideias são ouvidas e valorizadas independentemente de raça, cor, orientação sexual, ascendência, religião, gênero, nacionalidade, identidade de gênero, deficiência ou idade. 💙 #WeAreStefanini #OrgulhoDeSerStefanini #CarreiraStefanini
Benefícios da empresa Stefanini Group
3,3
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(188 comentários)
""Sempre buscam a opção mais barata, o colaborador é sempre prejudicado.""
Vale-Refeição(137 comentários)
""O piso do mercado. O mínimo possível.""
Vale-Alimentação(74 comentários)
""O piso do mercado. O mínimo possível.""
10 de abr. de 2024
Ex-Analista de Suporte em São Paulo, SP, São Paulo
Pacote de benefícios muito bom.
18 de abr. de 2024
Atual Coordenador de Operações em São Paulo, SP, São Paulo
Bastante benefícios, porém qualidade em geral é bem pobre
18 de abr. de 2024
Atual Analista de Suporte Pleno em Porto Alegre, RS, Rio Grande do Sul
VA e VR com bandeira sodexo nos valores de mercado atual, não é baixo mas também não é acima do padrão. Plano de Saúde Unimed BH - um pouco confuso e não muito tranquilo de usar em comparação com o unimed local. Gympass - baita benefício, ajuda muito na academia. Não possuem PLR.",NF, analista de sistemas senior  -  automacao rpa , analista ," sistemas ,  rpa ",hardware,analista sistema rpa,True,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Somos a maior multinacional brasileira e estamos entre as 100 maiores empresas de TI do mundo.
Estamos presentes em 41 países com +30k colaboradores. A Stefanini tem como principal objetivo auxiliar os clientes a encontrar, por meio de soluções personalizadas, a maneira ideal para alcançar seus desafios, impulsionando a inovação digital.
E queremos mais!

Responsabilidades e atribuições

Essa posição refere-se a um profissional que trabalha com automação de processos robóticos (RPA). Ele é responsável por identificar e definir requisitos para automatizar tarefas, utilizando a plataforma UIPath e linguagens de programação como Javascript, Java e/ou .NET. Ele deve ter uma compreensão sólida da lógica de programação e dos conceitos de programação orientada a objetos. Idealmente, ele possui uma certificação UIPath e pode trabalhar presencialmente.










Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1987
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 bilhões
Classificações da empresa Stefanini Group
3,7
75 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,2
Cultura e valores
3,7
Alta liderança
3,4
Qualidade de vida
3,7
Stefanini Group – Por que trabalhar com a gente?
Carreiras
OrgulhodeSerStefanini
WE ARE STEFANINI
Somos uma multinacional brasileira com mais de 30 anos de atuação no ecossistema de inovação.

| Mais de 40 países 🌎 | Mais de 30 empresas no Grupo 🏢 | Mais de 30 mil colaboradores 🤝 | Mais de 80 soluções ✅ |

Entregamos soluções eficazes que auxiliam os nossos clientes em suas jornadas digitais, sempre aplicando o nosso propósito de tornar a tecnologia um agente de mudança para um mundo melhor. Você quer transformar o futuro? A gente também. 🚀
Acreditamos que a verdadeira mudança só pode ser alcançada quando observamos o mundo por diferentes perspectivas, aqui a inovação floresce em uma atmosfera de respeito mútuo, em que as ideias são ouvidas e valorizadas independentemente de raça, cor, orientação sexual, ascendência, religião, gênero, nacionalidade, identidade de gênero, deficiência ou idade. 💙 #WeAreStefanini #OrgulhoDeSerStefanini #CarreiraStefanini
Benefícios da empresa Stefanini Group
3,3
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(188 comentários)
""Sempre buscam a opção mais barata, o colaborador é sempre prejudicado.""
Vale-Refeição(137 comentários)
""O piso do mercado. O mínimo possível.""
Vale-Alimentação(74 comentários)
""O piso do mercado. O mínimo possível.""
10 de abr. de 2024
Ex-Analista de Suporte em São Paulo, SP, São Paulo
Pacote de benefícios muito bom.
18 de abr. de 2024
Atual Coordenador de Operações em São Paulo, SP, São Paulo
Bastante benefícios, porém qualidade em geral é bem pobre
18 de abr. de 2024
Atual Analista de Suporte Pleno em Porto Alegre, RS, Rio Grande do Sul
VA e VR com bandeira sodexo nos valores de mercado atual, não é baixo mas também não é acima do padrão. Plano de Saúde Unimed BH - um pouco confuso e não muito tranquilo de usar em comparação com o unimed local. Gympass - baita benefício, ajuda muito na academia. Não possuem PLR.",NF, analista de sistemas senior  -  automacao rpa , analista ," sistemas ,  rpa ",automacao,analista sistema rpa,True,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
São Paulo,"Somos a maior multinacional brasileira e estamos entre as 100 maiores empresas de TI do mundo.
Estamos presentes em 41 países com +30k colaboradores. A Stefanini tem como principal objetivo auxiliar os clientes a encontrar, por meio de soluções personalizadas, a maneira ideal para alcançar seus desafios, impulsionando a inovação digital.
E queremos mais!

Responsabilidades e atribuições

Essa posição refere-se a um profissional que trabalha com automação de processos robóticos (RPA). Ele é responsável por identificar e definir requisitos para automatizar tarefas, utilizando a plataforma UIPath e linguagens de programação como Javascript, Java e/ou .NET. Ele deve ter uma compreensão sólida da lógica de programação e dos conceitos de programação orientada a objetos. Idealmente, ele possui uma certificação UIPath e pode trabalhar presencialmente.










Mostrar mais
Visão geral da empresa
Tamanho
Mais de 10.000 funcionários
Fundação
1987
Tipo
Empresa – capital fechado
Indústria
Soluções de software e redes corporativas
Setor
Tecnologia da informação
Receita
De US$ 1 a US$ 5 bilhões
Classificações da empresa Stefanini Group
3,7
75 %
Recomendam para outras pessoas
Oportunidades de carreira
3,5
Remuneração e benefícios
3,2
Cultura e valores
3,7
Alta liderança
3,4
Qualidade de vida
3,7
Stefanini Group – Por que trabalhar com a gente?
Carreiras
OrgulhodeSerStefanini
WE ARE STEFANINI
Somos uma multinacional brasileira com mais de 30 anos de atuação no ecossistema de inovação.

| Mais de 40 países 🌎 | Mais de 30 empresas no Grupo 🏢 | Mais de 30 mil colaboradores 🤝 | Mais de 80 soluções ✅ |

Entregamos soluções eficazes que auxiliam os nossos clientes em suas jornadas digitais, sempre aplicando o nosso propósito de tornar a tecnologia um agente de mudança para um mundo melhor. Você quer transformar o futuro? A gente também. 🚀
Acreditamos que a verdadeira mudança só pode ser alcançada quando observamos o mundo por diferentes perspectivas, aqui a inovação floresce em uma atmosfera de respeito mútuo, em que as ideias são ouvidas e valorizadas independentemente de raça, cor, orientação sexual, ascendência, religião, gênero, nacionalidade, identidade de gênero, deficiência ou idade. 💙 #WeAreStefanini #OrgulhoDeSerStefanini #CarreiraStefanini
Benefícios da empresa Stefanini Group
3,3
3 classificações
Avaliações de benefícios de funcionários
Mais comentadas
Plano de Saúde(188 comentários)
""Sempre buscam a opção mais barata, o colaborador é sempre prejudicado.""
Vale-Refeição(137 comentários)
""O piso do mercado. O mínimo possível.""
Vale-Alimentação(74 comentários)
""O piso do mercado. O mínimo possível.""
10 de abr. de 2024
Ex-Analista de Suporte em São Paulo, SP, São Paulo
Pacote de benefícios muito bom.
18 de abr. de 2024
Atual Coordenador de Operações em São Paulo, SP, São Paulo
Bastante benefícios, porém qualidade em geral é bem pobre
18 de abr. de 2024
Atual Analista de Suporte Pleno em Porto Alegre, RS, Rio Grande do Sul
VA e VR com bandeira sodexo nos valores de mercado atual, não é baixo mas também não é acima do padrão. Plano de Saúde Unimed BH - um pouco confuso e não muito tranquilo de usar em comparação com o unimed local. Gympass - baita benefício, ajuda muito na academia. Não possuem PLR.",NF, analista de sistemas senior  -  automacao rpa , analista ," sistemas ,  rpa ",hardware,analista sistema rpa,True,True,False,False,False,True,True,False,True,False,False,False,Desenvolvedor RPA,rpa,hardware
